Trial Num,Random Numb,Result
1,0.21645192525130164,Heads
2,0.08168456145967573,Heads
3,0.4409882811439654,Heads
4,0.12897369966106598,Heads
5,0.009076175612116266,Heads
6,0.4109670837723789,Heads
7,0.2439798822715239,Heads
8,0.04962868635560047,Heads
9,0.0776586009804745,Heads
10,0.5254756033832143,Tails
11,0.8454753741252359,Tails
12,0.8320448139002469,Tails
13,0.02982873271767872,Heads
14,0.9006513288646939,Tails
15,0.5311616239897148,Tails
16,0.7959893250849888,Tails
17,0.5623794069445874,Tails
18,0.5041174742679634,Tails
19,0.2695157987099246,Heads
20,0.05304100610926521,Heads
21,0.6492238939883617,Tails
22,0.5911381334322275,Tails
23,0.3128572688116531,Heads
24,0.29304619093527295,Heads
25,0.23991999108992612,Heads
26,0.15856049497312652,Heads
27,0.8781542793502836,Tails
28,0.08843758486150055,Heads
29,0.6596711139104232,Tails
30,0.8319791670203163,Tails
31,0.3726860602709897,Heads
32,0.3990788717031959,Heads
33,0.08275179652885878,Heads
34,0.959156193283457,Tails
35,0.888710014163496,Tails
36,0.9228054819051905,Tails
37,0.9611300363837839,Tails
38,0.003469645349492234,Heads
39,0.42878807476951697,Heads
40,0.058007532668745476,Heads
41,0.19951331323845822,Heads
42,0.3343969332424711,Heads
43,0.026052584180179417,Heads
44,0.9418127520044334,Tails
45,0.7470017172363577,Tails
46,0.8772261026118816,Tails
47,0.8502766357874917,Tails
48,0.05237916050280211,Heads
49,0.21140482403449767,Heads
50,0.631571708836649,Tails
51,0.007138292230057464,Heads
52,0.5726808877035668,Tails
53,0.3574271894921346,Heads
54,0.004965078301988335,Heads
55,0.3603510024789188,Heads
56,0.027170751306594743,Heads
57,0.9151460784296753,Tails
58,0.6002563473285233,Tails
59,0.0666213818119823,Heads
60,0.4090717064360172,Heads
61,0.35029658569862987,Heads
62,0.2978764401213051,Heads
63,0.18873709989430443,Heads
64,0.48514042633536325,Heads
65,0.1443366899520523,Heads
66,0.08695565908464487,Heads
67,0.8158428371418222,Tails
68,0.6772201457059447,Tails
69,0.5362278759507784,Tails
70,0.060862586819542264,Heads
71,0.5140548783294043,Tails
72,0.51591861157483,Tails
73,0.2678795527675921,Heads
74,0.5668012538184822,Tails
75,0.9857308922181871,Tails
76,0.7985602979201233,Tails
77,0.7070124333383532,Tails
78,0.7953610214015722,Tails
79,0.07966721797769483,Heads
80,0.06311991824260421,Heads
81,0.49681631401670046,Heads
82,0.4608486843908075,Heads
83,0.13168880506593206,Heads
84,0.1406120518740066,Heads
85,0.13225623432196632,Heads
86,0.15373322259055855,Heads
87,0.25356591514692295,Heads
88,0.3776840872129097,Heads
89,0.13523431960750432,Heads
90,0.9303183623169233,Tails
91,0.8300507198066233,Tails
92,0.24316332559544052,Heads
93,0.024965880606570012,Heads
94,0.3953062215373404,Heads
95,0.2493933119142866,Heads
96,0.4056010010781551,Heads
97,0.937238253598557,Tails
98,0.17731467575950466,Heads
99,0.7229161187221982,Tails
100,0.30422176116243516,Heads
101,0.13629545392839082,Heads
102,0.9853215926610743,Tails
103,0.7399151090313254,Tails
104,0.8517159770407728,Tails
105,0.8740059951885565,Tails
106,0.13511317270269485,Heads
107,0.7796045828245076,Tails
108,0.8636987523850465,Tails
109,0.4689060831041113,Heads
110,0.460190894658032,Heads
111,0.9890548584304873,Tails
112,0.2356262990568604,Heads
113,0.23808126029334287,Heads
114,0.3448192266460437,Heads
115,0.92685677920792,Tails
116,0.6508669235815188,Tails
117,0.8388293736431287,Tails
118,0.8940937750406468,Tails
119,0.2270613599000565,Heads
120,0.049338347365237345,Heads
121,0.935984771735372,Tails
122,0.3889123645379051,Heads
123,0.13301121832066842,Heads
124,0.27030196068426426,Heads
125,0.37847665288889853,Heads
126,0.26238240393135015,Heads
127,0.9518675964475676,Tails
128,0.0495031751000905,Heads
129,0.07940400640434953,Heads
130,0.9980912812427358,Tails
131,0.7598035268660834,Tails
132,0.060242719691197655,Heads
133,0.7797627177556189,Tails
134,0.47184662244922015,Heads
135,0.6543125173003994,Tails
136,0.9859825281950886,Tails
137,0.17104035384912009,Heads
138,0.8694060859429891,Tails
139,0.09618524617091129,Heads
140,0.5466939992290312,Tails
141,0.274571087085562,Heads
142,0.6935214640461278,Tails
143,0.6256368283186975,Tails
144,0.8892556458435954,Tails
145,0.08418836919678674,Heads
146,0.8956486055233269,Tails
147,0.8232222446015113,Tails
148,0.18724307843127097,Heads
149,0.0826067650530179,Heads
150,0.023598625004840112,Heads
151,0.2164957692554439,Heads
152,0.6322036444155368,Tails
153,0.8139220503212056,Tails
154,0.3740305300688499,Heads
155,0.6089535081110145,Tails
156,0.8823213698925491,Tails
157,0.6275487474926668,Tails
158,0.09669518886156547,Heads
159,0.539462074321745,Tails
160,0.015652234987044267,Heads
161,0.6095344560443722,Tails
162,0.5938220940086175,Tails
163,0.9905924778172521,Tails
164,0.04564931519630411,Heads
165,0.24530031361382676,Heads
166,0.3594797090218407,Heads
167,0.23867526033811348,Heads
168,0.6074310270977872,Tails
169,0.5786114261457648,Tails
170,0.9748097301314651,Tails
171,0.5808972886374423,Tails
172,0.22032912584179398,Heads
173,0.5691211455885746,Tails
174,0.9674563650817545,Tails
175,0.22206936912635544,Heads
176,0.3214422513681985,Heads
177,0.5797628336291211,Tails
178,0.7420487581472909,Tails
179,0.6566933182406662,Tails
180,0.2052481624724598,Heads
181,0.9180479516425764,Tails
182,0.2946050849073292,Heads
183,0.08665665139169232,Heads
184,0.7486456120219794,Tails
185,0.4564169542943701,Heads
186,0.12424374104809588,Heads
187,0.9073340885258393,Tails
188,0.6984228793255606,Tails
189,0.623753368131014,Tails
190,0.1391162980273306,Heads
191,0.5391401694342499,Tails
192,0.04164391009288804,Heads
193,0.5759879889662692,Tails
194,0.4489300827979682,Heads
195,0.8525735785044772,Tails
196,0.9857067054122368,Tails
197,0.36244693716609544,Heads
198,0.7585895164581412,Tails
199,0.514688867534283,Tails
200,0.4927033501046084,Heads
201,0.7718067178381468,Tails
202,0.35773317694006324,Heads
203,0.2485155062919574,Heads
204,0.3896730685558091,Heads
205,0.6605942880370603,Tails
206,0.838611558944813,Tails
207,0.6960830286571115,Tails
208,0.25921631080940355,Heads
209,0.5860195830958741,Tails
210,0.5493140114953675,Tails
211,0.5617399951733913,Tails
212,0.9860557305133982,Tails
213,0.813918686872106,Tails
214,0.15388373316510084,Heads
215,0.2705171230355732,Heads
216,0.8660900290640794,Tails
217,0.4310280203071357,Heads
218,0.5037866784948573,Tails
219,0.12857765180217506,Heads
220,0.7025092462421884,Tails
221,0.8831199804521459,Tails
222,0.5147663930437613,Tails
223,0.18410906484676082,Heads
224,0.6313783816562839,Tails
225,0.7414699408424235,Tails
226,0.02517880626225577,Heads
227,0.32971276053976306,Heads
228,0.8038650467725995,Tails
229,0.4236256264621797,Heads
230,0.43906598400203634,Heads
231,0.46105171979739046,Heads
232,0.808023957013502,Tails
233,0.45979201478840914,Heads
234,0.4801901021075009,Heads
235,0.5639601347360077,Tails
236,0.6621553319078646,Tails
