Trial Num,Random Numb,Result
1,0.5252169486181514,Tails
2,0.48899150933042057,Heads
3,0.3566287042671068,Heads
4,0.5665296169321706,Tails
5,0.9100796284535441,Tails
6,0.5674282108870299,Tails
7,0.807973787420863,Tails
8,0.5618938871195459,Tails
9,0.8334487235566701,Tails
10,0.8500269062074041,Tails
11,0.6082487818722865,Tails
12,0.6798266578891029,Tails
13,0.8410008129752945,Tails
14,0.5422687485246066,Tails
15,0.3444096559019856,Heads
16,0.11242577557572331,Heads
17,0.18735968432209538,Heads
18,0.08401687619300291,Heads
19,0.9526407289897666,Tails
20,0.01372922633862661,Heads
21,0.886066429913287,Tails
22,0.37113321459742254,Heads
23,0.5141332443307951,Tails
24,0.16151331801414281,Heads
25,0.9584626645733747,Tails
26,0.568137861218745,Tails
27,0.2251956384248759,Heads
28,0.7705462131713118,Tails
29,0.47589045604272917,Heads
30,0.6034491033106772,Tails
31,0.06487309806342367,Heads
32,0.8602944670647176,Tails
33,0.3701657732868546,Heads
34,0.8573354050236554,Tails
35,0.02036702237656518,Heads
36,0.9667210506883525,Tails
37,0.30351739687795765,Heads
38,0.5775618506331502,Tails
39,0.6060308510086598,Tails
40,0.7699053737630311,Tails
41,0.4125137344711829,Heads
42,0.235957217939598,Heads
43,0.10021660576043678,Heads
44,0.6555723294505437,Tails
45,0.8208576833254834,Tails
46,0.7400451413832058,Tails
47,0.39097996895664644,Heads
48,0.6715090873791766,Tails
49,0.36699740900999256,Heads
50,0.8315589411552508,Tails
51,0.031417732189455094,Heads
52,0.47111452581087976,Heads
53,0.7642515585332688,Tails
54,0.8079151555360983,Tails
55,0.847772666070186,Tails
56,0.028789503990602983,Heads
57,0.5914142199455543,Tails
58,0.7751965695578047,Tails
59,0.9631322529708242,Tails
60,0.4594333801906686,Heads
61,0.6213644184574288,Tails
62,0.962756141316604,Tails
63,0.5750969072987093,Tails
64,0.09001391250110302,Heads
65,0.027215589967634735,Heads
66,0.17359673018249355,Heads
67,0.5367135713914374,Tails
68,0.4160550604416542,Heads
69,0.23756365213368702,Heads
70,0.9085935928150879,Tails
71,0.5582033476189063,Tails
72,0.4030365555686456,Heads
73,0.8691643857529164,Tails
74,0.33588124154999965,Heads
75,0.44117951549827505,Heads
76,0.38539564741269305,Heads
77,0.8242762697281006,Tails
78,0.004867536447883736,Heads
79,0.05189513037359128,Heads
80,0.14035470510995285,Heads
81,0.7137725141997645,Tails
82,0.3476590444738077,Heads
83,0.015969793988551473,Heads
84,0.42090281353625436,Heads
85,0.9713537526293831,Tails
86,0.7646240637925262,Tails
87,0.6889864662881938,Tails
88,0.4927299980684473,Heads
89,0.1289131489477514,Heads
90,0.6078764330679448,Tails
91,0.7619406186645654,Tails
92,0.4687190881705504,Heads
93,0.6558342235521575,Tails
94,0.4478773018390033,Heads
95,0.2212796331979533,Heads
96,0.8393426435191829,Tails
97,0.10326775220239326,Heads
98,0.152004194381251,Heads
99,0.3360859532907289,Heads
100,0.3227743713418155,Heads
101,0.2690261635930893,Heads
102,0.7527783345275304,Tails
103,0.8444669110367035,Tails
104,0.13292258288454972,Heads
105,0.5919656042761942,Tails
106,0.3730896914208621,Heads
107,0.8519923452567133,Tails
108,0.32209971238860347,Heads
109,0.38972311614350374,Heads
110,0.29486978639657213,Heads
111,0.6828728516623914,Tails
112,0.827097628485449,Tails
113,0.5587120664885532,Tails
114,0.8655780410025747,Tails
115,0.8449440647360524,Tails
116,0.05047505628372384,Heads
117,0.8068479504083167,Tails
118,0.8482969131185071,Tails
119,0.2862991303152844,Heads
120,0.5844035335273635,Tails
121,0.7711769059087801,Tails
122,0.46616916815168385,Heads
123,0.17205034373122008,Heads
124,0.997714851354114,Tails
125,0.05571787378111559,Heads
126,0.7428366540735738,Tails
127,0.4919298046912096,Heads
128,0.5473059388649053,Tails
129,0.3260026941074772,Heads
130,0.42919451298235545,Heads
131,0.6032445525859351,Tails
132,0.745643238376642,Tails
133,0.5226386407812578,Tails
134,0.1993533470698361,Heads
135,0.5290850851922345,Tails
136,0.7020075875876476,Tails
137,0.4249767504697367,Heads
138,0.398479224276161,Heads
139,0.28555275117845025,Heads
140,0.05822886716492803,Heads
141,0.03651396738483981,Heads
142,0.26905330791244586,Heads
