Trial Num,Random Numb,Result
1,0.8471773555254298,Tails
2,0.11273397870132174,Heads
3,0.6125618058343957,Tails
4,0.3405306661702795,Heads
5,0.49790457834385293,Heads
6,0.7981102456710445,Tails
7,0.4256923038538134,Heads
8,0.7032342438941225,Tails
9,0.5577664695855842,Tails
10,0.9920580227219927,Tails
11,0.01207207085671358,Heads
12,0.7890967575283664,Tails
13,0.8815285167478321,Tails
14,0.5297088660740026,Tails
15,0.9398566573325706,Tails
16,0.317196940635058,Heads
17,0.7351542430247217,Tails
18,0.4002575288481832,Heads
19,0.657947600312145,Tails
20,0.499269667443458,Heads
21,0.8436299441090689,Tails
22,0.364035996051269,Heads
23,0.05004626455578465,Heads
24,0.786484377236519,Tails
25,0.6454496681509682,Tails
26,0.17010670199250144,Heads
27,0.4774920013974778,Heads
28,0.9761388257537297,Tails
29,0.6064269307208111,Tails
30,0.7629492660800874,Tails
31,0.4366638847701204,Heads
32,0.10135736975403387,Heads
33,0.09803857573164831,Heads
34,0.9003686363523383,Tails
35,0.05704553932920753,Heads
36,0.4774567876720739,Heads
37,0.5191320489746611,Tails
38,0.47811364974265047,Heads
39,0.8522927785161535,Tails
40,0.5910358282808158,Tails
41,0.585493367911057,Tails
42,0.3450609615943864,Heads
43,0.3135837692942356,Heads
44,0.8352822664860002,Tails
45,0.717735809165256,Tails
46,0.1945243509587823,Heads
47,0.039780510520025736,Heads
48,0.7601005969647828,Tails
49,0.7121487560269623,Tails
50,0.9379935494723208,Tails
51,0.5519913989671958,Tails
52,0.7941569398996731,Tails
53,0.03581682280956877,Heads
54,0.38419120821985475,Heads
55,0.478458725950875,Heads
56,0.2177269420369362,Heads
57,0.37244833732276306,Heads
58,0.11286591913822874,Heads
59,0.294868373411183,Heads
60,0.7395379964688034,Tails
61,0.6387573899838855,Tails
62,0.3200158548691734,Heads
63,0.6347022241259553,Tails
64,0.8971974326482819,Tails
65,0.27944050018964395,Heads
66,0.2523289875785495,Heads
67,0.8224202706536764,Tails
68,0.5136685605881743,Tails
69,0.6780622371061902,Tails
70,0.7631583263361938,Tails
71,0.981120185232138,Tails
72,0.5872817231402334,Tails
73,0.2714052379977542,Heads
74,0.14284772488191644,Heads
75,0.0667699755284723,Heads
76,0.9187394142924207,Tails
77,0.19575881633883208,Heads
78,0.8414893283388755,Tails
79,0.23949988085752727,Heads
80,0.6674500140925106,Tails
81,0.2653285857336112,Heads
82,0.6981221296532091,Tails
83,0.25310152863698554,Heads
84,0.7360988447930115,Tails
85,0.690593240506677,Tails
86,0.3902232650746702,Heads
87,0.47242115006072527,Heads
88,0.6619085840903289,Tails
89,0.19257122501596757,Heads
90,0.8167096633926436,Tails
91,0.427057743050421,Heads
92,0.02903943775399309,Heads
93,0.8889921505390167,Tails
94,0.7983769916793604,Tails
95,0.09919528360723928,Heads
96,0.6056114534699464,Tails
97,0.9595270594519415,Tails
98,0.3215654644733764,Heads
99,0.3954267552340549,Heads
100,0.5067021044598041,Tails
101,0.9907441082544538,Tails
102,0.5012887180736407,Tails
103,0.5995179875660492,Tails
104,0.8896152437025839,Tails
105,0.2803335515887464,Heads
106,0.6065160344718179,Tails
107,0.6592360005766646,Tails
108,0.19960769858826888,Heads
109,0.24151392387117732,Heads
110,0.8122199606944726,Tails
111,0.4695746334741936,Heads
112,0.8353399034321031,Tails
113,0.8984856234669283,Tails
114,0.6441943535653981,Tails
115,0.9533022172321114,Tails
116,0.7363807325384226,Tails
117,0.18737310575057198,Heads
118,0.8571634205988503,Tails
119,0.6040943178959218,Tails
120,0.8159037042111048,Tails
121,0.46669415826015237,Heads
122,0.2591462243245902,Heads
123,0.6591073456066543,Tails
124,0.7826536893185625,Tails
125,0.5492515401125955,Tails
126,0.6437665641471648,Tails
127,0.5175285474556997,Tails
128,0.6975243503026871,Tails
129,0.5804070093477078,Tails
130,0.38143411967888974,Heads
131,0.0957269938901153,Heads
132,0.4421122342180429,Heads
133,0.6172167545587977,Tails
134,0.6968706184231928,Tails
135,0.28390106461375153,Heads
136,0.6871707063044432,Tails
137,0.5307860687699218,Tails
138,0.7832028897692402,Tails
139,0.034992527871044454,Heads
140,0.3235923477878958,Heads
141,0.16054537139783076,Heads
142,0.22635624600496118,Heads
143,0.6653670526004527,Tails
144,0.5287529232154465,Tails
145,0.5781973271952087,Tails
146,0.7295821456866651,Tails
147,0.9777066339182708,Tails
148,0.6641728205557543,Tails
149,0.12973431439895156,Heads
150,0.03642778930196522,Heads
151,0.32133728837923725,Heads
152,0.26030038739332795,Heads
153,0.14388929214712765,Heads
154,0.2754448044623894,Heads
155,0.3359569026466235,Heads
156,0.4834265311892597,Heads
157,0.6868286713985956,Tails
158,0.13392172170729177,Heads
159,0.0191074876824866,Heads
160,0.12139965321173607,Heads
161,0.8889076076749161,Tails
162,0.906249917501837,Tails
163,0.7421579872771775,Tails
164,0.14262449723484505,Heads
165,0.456997976443828,Heads
166,0.09714782100588537,Heads
167,0.74084720032971,Tails
168,0.03388040477165832,Heads
169,0.6242537344109043,Tails
170,0.9526150799806177,Tails
171,0.41596730791095826,Heads
172,0.8170860635064702,Tails
173,0.128146131480932,Heads
174,0.06125846218885278,Heads
175,0.3793478801635415,Heads
176,0.881265917957227,Tails
177,0.8498502258492077,Tails
178,0.3506674987328159,Heads
179,0.022218361883629245,Heads
180,0.13556166005671555,Heads
181,0.7830797470808453,Tails
182,0.014720221479160411,Heads
183,0.549344561398181,Tails
184,0.9700963508515691,Tails
185,0.0849742590757031,Heads
186,0.6042803402225914,Tails
187,0.359635712157403,Heads
188,0.8903930078622843,Tails
189,0.1617942759430142,Heads
190,0.4281786288791084,Heads
191,0.5829401554925309,Tails
192,0.02427045067535838,Heads
193,0.8102988836922369,Tails
194,0.14995281944443217,Heads
195,0.1410248894115158,Heads
196,0.6119864181480329,Tails
197,0.4138930403374148,Heads
198,0.3245962870155612,Heads
199,0.19390537270184627,Heads
200,0.2472857594654938,Heads
201,0.7108635085806922,Tails
202,0.03284065570507211,Heads
203,0.700631319439776,Tails
204,0.5120113122563337,Tails
205,0.13014838365269643,Heads
206,0.8294041451027543,Tails
207,0.2668269121385539,Heads
208,0.2074668756864585,Heads
209,0.37748186108617043,Heads
210,0.29284513274251944,Heads
211,0.00914575003865803,Heads
212,0.8690510497277333,Tails
213,0.04749708998569557,Heads
214,0.8882520109208063,Tails
215,0.387326533091382,Heads
216,0.4838297364470814,Heads
217,0.9910344904848358,Tails
218,0.14799028645111567,Heads
219,0.9921032437695976,Tails
220,0.4657328228074491,Heads
221,0.3892586414491478,Heads
222,0.09980490651622798,Heads
223,0.5193444429759382,Tails
224,0.6156008374356462,Tails
225,0.9713734485850535,Tails
226,0.28705570176232365,Heads
227,0.38792219495626323,Heads
228,0.8047999042385218,Tails
229,0.8970107894294302,Tails
230,0.3962661269126939,Heads
231,0.20449044788611836,Heads
232,0.6501889526257942,Tails
233,0.4951746706470719,Heads
234,0.6233263780428485,Tails
235,0.6233780622536115,Tails
